Date,Mine,Pit,Production_Tonnes,Target_Tonnes,Equipment_Availability_Pct,Equipment_Utilisation_Pct,Downtime_Hours,Production_Year,Production_Month,Month_Name,Production_Variance_Tonnes,Production_Shortfall_Tonnes,Production_Surplus_Tonnes,Target_Achievement_Pct,Production_Status,Production_Performance_Category,Availability_Status,Utilisation_Status,Downtime_Category,Equipment_Performance_Status,Possible_Production_Constraint,Production_Risk_Level
2025-06-29,Mankokobi Coal Mine,North Pit,8076.2,8093.3,93.2,81.5,4.2,2025,6,Jun,-17.1,17.1,0,99.79,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-06-29,Mankokobi Coal Mine,South Pit,5478.4,6428.8,84.2,69.2,4.2,2025,6,Jun,-950.4,950.4,0,85.22,Below Target,Critical Underperformance,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-06-30,Mankokobi Coal Mine,Central Pit,8549.7,7515.7,98,79.9,4.2,2025,6,Jun,1034,0,1034,113.76,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-06-30,Mankokobi Coal Mine,North Pit,8702.9,7938.1,75.9,84.3,12.2,2025,6,Jun,764.8,0,764.8,109.63,Target Achieved,Target Achieved,Poor Availability,Moderate Utilisation,High Downtime,Availability Constraint,No Production Shortfall,High Risk
2025-06-30,Mankokobi Coal Mine,South Pit,7605.3,7114.9,96,82.9,10.8,2025,6,Jun,490.4,0,490.4,106.89,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-01,Mankokobi Coal Mine,Central Pit,7627.3,7403.8,85.4,80.1,11.8,2025,7,Jul,223.5,0,223.5,103.02,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-01,Mankokobi Coal Mine,North Pit,8689.6,7688.4,88.3,85.5,10.3,2025,7,Jul,1001.2,0,1001.2,113.02,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-01,Mankokobi Coal Mine,South Pit,7322.8,7146.7,95.9,83.5,8.8,2025,7,Jul,176.1,0,176.1,102.46,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-02,Mankokobi Coal Mine,Central Pit,6747.4,7313.2,82.5,72.7,7.4,2025,7,Jul,-565.8,565.8,0,92.26,Below Target,Underperforming,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-02,Mankokobi Coal Mine,North Pit,7511.1,7732,90.2,90.7,6,2025,7,Jul,-220.9,220.9,0,97.14,Below Target,Slightly Below Target,Good Availability,Good Utilisation,Moderate Downtime,Effective,Non-Equipment Constraint,Low Risk
2025-07-02,Mankokobi Coal Mine,South Pit,7827.2,6904.1,93,71.6,11,2025,7,Jul,923.1,0,923.1,113.37,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,High Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-03,Mankokobi Coal Mine,Central Pit,6975.5,7667.4,91,69.8,5.3,2025,7,Jul,-691.9,691.9,0,90.98,Below Target,Underperforming,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-07-03,Mankokobi Coal Mine,North Pit,7742.2,8687.5,91.3,84.5,6,2025,7,Jul,-945.3,945.3,0,89.12,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-03,Mankokobi Coal Mine,South Pit,6755.5,6435.7,91.9,67.3,9.6,2025,7,Jul,319.8,0,319.8,104.97,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,High Risk
2025-07-04,Mankokobi Coal Mine,Central Pit,7084.2,7157.3,95.9,74.8,5.9,2025,7,Jul,-73.1,73.1,0,98.98,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-07-04,Mankokobi Coal Mine,North Pit,8818.6,8430.4,91.4,73.1,4.4,2025,7,Jul,388.2,0,388.2,104.6,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-04,Mankokobi Coal Mine,South Pit,6754,7042.2,79.4,78.7,8,2025,7,Jul,-288.2,288.2,0,95.91,Below Target,Slightly Below Target,Poor Availability,Moderate Utilisation,Moderate Downtime,Availability Constraint,Low Equipment Availability,Medium Risk
2025-07-05,Mankokobi Coal Mine,Central Pit,7678.6,7916.6,91.4,70.9,3.8,2025,7,Jul,-238,238,0,96.99,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-07-05,Mankokobi Coal Mine,North Pit,8880.3,8476.2,86.4,74.7,8.8,2025,7,Jul,404.1,0,404.1,104.77,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-05,Mankokobi Coal Mine,South Pit,7765.1,7424.2,84.7,65.3,9.5,2025,7,Jul,340.9,0,340.9,104.59,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-07-06,Mankokobi Coal Mine,Central Pit,9225.2,8004,89.8,89.4,12.5,2025,7,Jul,1221.2,0,1221.2,115.26,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-07-06,Mankokobi Coal Mine,North Pit,9259.9,8447.1,95.3,80.7,8.7,2025,7,Jul,812.8,0,812.8,109.62,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-06,Mankokobi Coal Mine,South Pit,7643.5,6715.8,96.6,72.3,5.7,2025,7,Jul,927.7,0,927.7,113.81,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-07,Mankokobi Coal Mine,Central Pit,7883.1,7844.2,92.9,73.9,7.7,2025,7,Jul,38.9,0,38.9,100.5,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-07,Mankokobi Coal Mine,North Pit,8832.2,8476.4,88.9,76.6,8.3,2025,7,Jul,355.8,0,355.8,104.2,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-07,Mankokobi Coal Mine,South Pit,7252,7400.1,94.4,81.9,5.1,2025,7,Jul,-148.1,148.1,0,98,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-08,Mankokobi Coal Mine,Central Pit,7889.9,7738.4,82.4,69.6,9.9,2025,7,Jul,151.5,0,151.5,101.96,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-07-08,Mankokobi Coal Mine,North Pit,10053.1,9032.5,88,85.1,6.1,2025,7,Jul,1020.6,0,1020.6,111.3,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-07-08,Mankokobi Coal Mine,South Pit,7897.1,7750.7,85.1,75.7,3.8,2025,7,Jul,146.4,0,146.4,101.89,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-09,Mankokobi Coal Mine,Central Pit,7304.5,7570.5,91.1,60.3,5,2025,7,Jul,-266,266,0,96.49,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-07-09,Mankokobi Coal Mine,North Pit,8730,8381.1,95.3,83.9,10.8,2025,7,Jul,348.9,0,348.9,104.16,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-09,Mankokobi Coal Mine,South Pit,6498.2,6115.7,91,79.1,8.9,2025,7,Jul,382.5,0,382.5,106.25,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-10,Mankokobi Coal Mine,Central Pit,8473.3,7960.7,89.4,80.3,5.5,2025,7,Jul,512.6,0,512.6,106.44,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-07-10,Mankokobi Coal Mine,North Pit,7517.2,7932.1,87.2,77.5,4.4,2025,7,Jul,-414.9,414.9,0,94.77,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-10,Mankokobi Coal Mine,South Pit,6621.5,7130.9,83.6,84.3,12.6,2025,7,Jul,-509.4,509.4,0,92.86,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,High Risk
2025-07-11,Mankokobi Coal Mine,Central Pit,6726.3,7307.6,86.9,76.6,4.2,2025,7,Jul,-581.3,581.3,0,92.05,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-11,Mankokobi Coal Mine,North Pit,8089.2,8262.1,88.4,86.3,4.2,2025,7,Jul,-172.9,172.9,0,97.91,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-11,Mankokobi Coal Mine,South Pit,6324.4,6549.4,84.1,65.9,4.5,2025,7,Jul,-225,225,0,96.56,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-07-12,Mankokobi Coal Mine,Central Pit,6707.2,7258.5,93.8,70.9,4.8,2025,7,Jul,-551.3,551.3,0,92.4,Below Target,Underperforming,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-07-12,Mankokobi Coal Mine,North Pit,8274.4,8012.1,86.7,77.6,6.1,2025,7,Jul,262.3,0,262.3,103.27,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-12,Mankokobi Coal Mine,South Pit,6500,6494.6,80.9,74.8,5.5,2025,7,Jul,5.4,0,5.4,100.08,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-13,Mankokobi Coal Mine,Central Pit,6180,7511.3,83.3,82,10.8,2025,7,Jul,-1331.3,1331.3,0,82.28,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-13,Mankokobi Coal Mine,North Pit,7602.4,7950.3,89.8,84.2,5,2025,7,Jul,-347.9,347.9,0,95.62,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-13,Mankokobi Coal Mine,South Pit,6846.6,6937.5,82.2,69.8,9.2,2025,7,Jul,-90.9,90.9,0,98.69,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-07-14,Mankokobi Coal Mine,Central Pit,7893.4,6990.9,75.2,81.8,11.7,2025,7,Jul,902.5,0,902.5,112.91,Target Achieved,Target Achieved,Poor Availability,Moderate Utilisation,High Downtime,Availability Constraint,No Production Shortfall,Medium Risk
2025-07-14,Mankokobi Coal Mine,North Pit,7313.7,8070,78.2,77.4,7.8,2025,7,Jul,-756.3,756.3,0,90.63,Below Target,Underperforming,Poor Availability,Moderate Utilisation,Moderate Downtime,Availability Constraint,Low Equipment Availability,Medium Risk
2025-07-14,Mankokobi Coal Mine,South Pit,5731.7,7040.9,90,80.8,11.2,2025,7,Jul,-1309.2,1309.2,0,81.41,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-15,Mankokobi Coal Mine,Central Pit,7711.2,8067.1,87.7,84.7,7.3,2025,7,Jul,-355.9,355.9,0,95.59,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-15,Mankokobi Coal Mine,North Pit,7433.3,7578.7,85.3,89.9,8,2025,7,Jul,-145.4,145.4,0,98.08,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-15,Mankokobi Coal Mine,South Pit,6670.9,6586.5,77.2,74.6,6.6,2025,7,Jul,84.4,0,84.4,101.28,Target Achieved,Target Achieved,Poor Availability,Poor Utilisation,Moderate Downtime,Availability Constraint,No Production Shortfall,Medium Risk
2025-07-16,Mankokobi Coal Mine,Central Pit,6775,6574.3,92.8,71.8,8.7,2025,7,Jul,200.7,0,200.7,103.05,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-16,Mankokobi Coal Mine,North Pit,8784.2,8945,96.9,93.5,5.7,2025,7,Jul,-160.8,160.8,0,98.2,Below Target,Slightly Below Target,Good Availability,Good Utilisation,Low Downtime,Effective,Non-Equipment Constraint,Low Risk
2025-07-16,Mankokobi Coal Mine,South Pit,6139.4,6553.1,83.4,73.7,11,2025,7,Jul,-413.7,413.7,0,93.69,Below Target,Underperforming,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-17,Mankokobi Coal Mine,Central Pit,7771.1,8040.7,85.2,73,8.6,2025,7,Jul,-269.6,269.6,0,96.65,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-17,Mankokobi Coal Mine,North Pit,8507.1,8260.8,87,78.5,4.9,2025,7,Jul,246.3,0,246.3,102.98,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-17,Mankokobi Coal Mine,South Pit,6301.2,6987.4,90.6,81.6,5.6,2025,7,Jul,-686.2,686.2,0,90.18,Below Target,Underperforming,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-18,Mankokobi Coal Mine,Central Pit,8042.4,7624.9,90.1,87.5,5,2025,7,Jul,417.5,0,417.5,105.48,Target Achieved,Target Achieved,Good Availability,Good Utilisation,Low Downtime,Effective,No Production Shortfall,Low Risk
2025-07-18,Mankokobi Coal Mine,North Pit,7498.9,8266.4,86.3,72.1,3.6,2025,7,Jul,-767.5,767.5,0,90.72,Below Target,Underperforming,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-18,Mankokobi Coal Mine,South Pit,5312.9,5877.3,84.8,77.8,11.9,2025,7,Jul,-564.4,564.4,0,90.4,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-19,Mankokobi Coal Mine,Central Pit,6826.7,7218.2,90.5,58.8,9,2025,7,Jul,-391.5,391.5,0,94.58,Below Target,Underperforming,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-07-19,Mankokobi Coal Mine,North Pit,8318,7787.4,84,77.5,7.8,2025,7,Jul,530.6,0,530.6,106.81,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-19,Mankokobi Coal Mine,South Pit,6486.2,7317.1,86,73.8,8.2,2025,7,Jul,-830.9,830.9,0,88.64,Below Target,Critical Underperformance,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-20,Mankokobi Coal Mine,Central Pit,7262.5,7506,85.2,86.4,5,2025,7,Jul,-243.5,243.5,0,96.76,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-20,Mankokobi Coal Mine,North Pit,11369.6,8411.9,89.2,81.6,4.1,2025,7,Jul,2957.7,0,2957.7,135.16,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-07-20,Mankokobi Coal Mine,South Pit,6894.9,6771.8,85.7,74,9.1,2025,7,Jul,123.1,0,123.1,101.82,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-21,Mankokobi Coal Mine,Central Pit,7679.6,7237.9,90,72.9,9.7,2025,7,Jul,441.7,0,441.7,106.1,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-21,Mankokobi Coal Mine,North Pit,7263.9,7704.4,85,86.5,7.1,2025,7,Jul,-440.5,440.5,0,94.28,Below Target,Underperforming,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-21,Mankokobi Coal Mine,South Pit,6937.3,7115.1,88.6,73.5,3.8,2025,7,Jul,-177.8,177.8,0,97.5,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-22,Mankokobi Coal Mine,Central Pit,6586.2,7692.2,89.1,82.9,9.7,2025,7,Jul,-1106,1106,0,85.62,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-22,Mankokobi Coal Mine,North Pit,8621.1,8101.7,95.1,73,6.7,2025,7,Jul,519.4,0,519.4,106.41,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-22,Mankokobi Coal Mine,South Pit,7705.4,7165.1,85.5,71.8,6.1,2025,7,Jul,540.3,0,540.3,107.54,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-23,Mankokobi Coal Mine,Central Pit,6369.8,6738.1,85.8,85,12,2025,7,Jul,-368.3,368.3,0,94.53,Below Target,Underperforming,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-23,Mankokobi Coal Mine,North Pit,7438.7,8489.7,93.7,70.4,4.3,2025,7,Jul,-1051,1051,0,87.62,Below Target,Critical Underperformance,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-07-23,Mankokobi Coal Mine,South Pit,6647.9,6568.2,81.6,70.3,12.3,2025,7,Jul,79.7,0,79.7,101.21,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-07-24,Mankokobi Coal Mine,Central Pit,7888.1,7820.6,92.5,84.1,11,2025,7,Jul,67.5,0,67.5,100.86,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-24,Mankokobi Coal Mine,North Pit,6702.4,8082.8,71.5,76.7,11.7,2025,7,Jul,-1380.4,1380.4,0,82.92,Below Target,Critical Underperformance,Poor Availability,Moderate Utilisation,High Downtime,Availability Constraint,High Downtime / Low Availability,High Risk
2025-07-24,Mankokobi Coal Mine,South Pit,6194.2,6350.7,97.6,84.5,11.7,2025,7,Jul,-156.5,156.5,0,97.54,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-25,Mankokobi Coal Mine,Central Pit,6940.1,7217.1,82.2,86.6,4.7,2025,7,Jul,-277,277,0,96.16,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-25,Mankokobi Coal Mine,North Pit,8532.4,7919.4,91.3,70.3,5.3,2025,7,Jul,613,0,613,107.74,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-07-25,Mankokobi Coal Mine,South Pit,5670,6865.4,97.4,77.6,6.3,2025,7,Jul,-1195.4,1195.4,0,82.59,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-26,Mankokobi Coal Mine,Central Pit,8366.8,7820.1,94.9,91.4,11.7,2025,7,Jul,546.7,0,546.7,106.99,Target Achieved,Target Achieved,Good Availability,Good Utilisation,High Downtime,Effective,No Production Shortfall,Medium Risk
2025-07-26,Mankokobi Coal Mine,North Pit,7483.5,7429,98,84.4,6.7,2025,7,Jul,54.5,0,54.5,100.73,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-07-26,Mankokobi Coal Mine,South Pit,5994.5,6029.3,82.7,77.1,8.8,2025,7,Jul,-34.8,34.8,0,99.42,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-27,Mankokobi Coal Mine,Central Pit,7440.3,7470.2,86.8,71.3,5.2,2025,7,Jul,-29.9,29.9,0,99.6,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-07-27,Mankokobi Coal Mine,North Pit,7020.1,7572.9,87.5,79,10.2,2025,7,Jul,-552.8,552.8,0,92.7,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-27,Mankokobi Coal Mine,South Pit,6187.2,5985.1,91.2,77.5,6.7,2025,7,Jul,202.1,0,202.1,103.38,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-28,Mankokobi Coal Mine,Central Pit,6837.4,6611.6,93.7,81,7.9,2025,7,Jul,225.8,0,225.8,103.42,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-07-28,Mankokobi Coal Mine,North Pit,6849.4,7837.4,98,81.9,5.9,2025,7,Jul,-988,988,0,87.39,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-28,Mankokobi Coal Mine,South Pit,6667.5,6181.6,80.3,73.9,5.5,2025,7,Jul,485.9,0,485.9,107.86,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-29,Mankokobi Coal Mine,Central Pit,8698.9,7954.6,85.5,75.1,7.7,2025,7,Jul,744.3,0,744.3,109.36,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-29,Mankokobi Coal Mine,North Pit,7825.3,7983.1,83.3,86.6,5.6,2025,7,Jul,-157.8,157.8,0,98.02,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-07-29,Mankokobi Coal Mine,South Pit,8090.5,6923.3,87,80.4,3.9,2025,7,Jul,1167.2,0,1167.2,116.86,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-07-30,Mankokobi Coal Mine,Central Pit,7580.3,8178.2,90.7,77.1,4.6,2025,7,Jul,-597.9,597.9,0,92.69,Below Target,Underperforming,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-30,Mankokobi Coal Mine,North Pit,6201.5,6913.5,84.4,81.2,12.3,2025,7,Jul,-712,712,0,89.7,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,High Risk
2025-07-30,Mankokobi Coal Mine,South Pit,7083.1,7005.6,88.9,73.9,6.8,2025,7,Jul,77.5,0,77.5,101.11,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-31,Mankokobi Coal Mine,Central Pit,6233.9,6813,84.1,76,7.3,2025,7,Jul,-579.1,579.1,0,91.5,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-07-31,Mankokobi Coal Mine,North Pit,7281.5,7041.2,94.3,80.8,9.1,2025,7,Jul,240.3,0,240.3,103.41,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-07-31,Mankokobi Coal Mine,South Pit,6752,7240.4,95.1,76.8,5.2,2025,7,Jul,-488.4,488.4,0,93.25,Below Target,Underperforming,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-08-01,Mankokobi Coal Mine,Central Pit,6345.7,7476.7,93.6,78.1,10.2,2025,8,Aug,-1131,1131,0,84.87,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-08-01,Mankokobi Coal Mine,North Pit,7644.3,8133.8,86.2,77.3,5.1,2025,8,Aug,-489.5,489.5,0,93.98,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-08-01,Mankokobi Coal Mine,South Pit,7846.8,6825.9,91.8,69.1,10.4,2025,8,Aug,1020.9,0,1020.9,114.96,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,High Downtime,Available but Underutilised,No Production Shortfall,High Risk
2025-08-02,Mankokobi Coal Mine,Central Pit,7518.5,7506.5,86.6,86.4,7.5,2025,8,Aug,12,0,12,100.16,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-08-02,Mankokobi Coal Mine,North Pit,8373.9,8860.7,89.9,89.4,11,2025,8,Aug,-486.8,486.8,0,94.51,Below Target,Underperforming,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-08-02,Mankokobi Coal Mine,South Pit,6658.8,7043,86.8,82.6,8,2025,8,Aug,-384.2,384.2,0,94.54,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-08-03,Mankokobi Coal Mine,Central Pit,7082.8,8058.8,84.2,87.2,10.8,2025,8,Aug,-976,976,0,87.89,Below Target,Critical Underperformance,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
